Student_ID,Gender,Age,Study_Hours,Attendance,Previous_Score,Assignment_Score,Midterm_Score,Internet_Access,Extracurricular_Activities,Final_Score
STU0341,Male,18,6.6,81.0,87.5,69.3,71.9,Yes,No,72.86
STU0342,Female,20,5.2,94.0,88.7,48.0,88.9,Yes,Yes,63.74
STU0343,Male,19,4.4,99.1,50.8,55.7,71.3,Yes,No,56.11
STU0344,Female,19,8.8,73.3,80.6,65.1,74.7,Yes,Yes,62.12
STU0345,Male,17,5.7,92.2,55.8,76.0,68.5,Yes,Yes,61.9
STU0346,Male,22,5.3,89.4,84.1,70.8,42.8,Yes,No,65.26
STU0347,Male,20,1.2,80.8,94.8,57.3,52.8,Yes,No,60.76
STU0348,Female,21,4.1,98.0,41.7,40.4,67.1,Yes,Yes,47.23
STU0349,Female,19,4.4,64.0,89.4,69.8,57.1,Yes,No,62.06
STU0350,Male,17,4.6,59.9,74.2,57.1,50.0,Yes,No,53.76
STU0351,Female,21,6.2,93.4,93.5,84.1,67.7,Yes,Yes,64.4
STU0352,Male,22,5.8,74.8,65.6,41.4,57.8,No,Yes,51.66
STU0353,Male,20,6.5,93.1,86.6,75.1,54.2,Yes,Yes,59.84
STU0354,Female,22,7.9,95.2,43.4,96.5,65.5,Yes,Yes,58.46
STU0355,Female,19,8.3,57.8,58.4,50.5,47.3,Yes,Yes,42.69
STU0356,Male,21,7.5,94.8,43.7,68.3,91.0,Yes,Yes,64.41
STU0357,Female,21,9.6,75.2,93.6,45.5,87.7,Yes,No,66.45
STU0358,Female,21,1.2,78.0,84.9,77.5,78.9,Yes,Yes,61.51
STU0359,Male,19,2.8,83.2,86.9,73.0,45.8,Yes,No,63.72
STU0360,Male,19,1.1,96.7,91.6,64.4,82.7,Yes,No,65.55
STU0361,Female,22,6.8,55.9,44.7,71.3,84.4,Yes,Yes,53.43
STU0362,Male,18,9.1,76.5,61.2,93.8,82.2,Yes,No,61.43
STU0363,Male,22,3.2,85.9,43.9,51.8,46.3,No,Yes,46.2
STU0364,Female,20,9.3,87.5,51.6,41.4,75.4,Yes,No,56.88
STU0365,Male,17,1.5,86.2,52.6,91.7,85.9,Yes,Yes,65.14
STU0366,Male,21,9.4,61.0,65.8,74.6,71.8,Yes,Yes,61.79
STU0367,Female,18,4.2,68.5,54.8,93.4,75.6,Yes,Yes,58.37
STU0368,Female,17,1.9,71.1,45.6,75.8,65.2,Yes,Yes,52.87
STU0369,Male,18,5.4,91.2,49.2,88.6,69.1,Yes,No,58.91
STU0370,Male,22,3.3,67.5,48.1,65.8,41.9,No,No,46.36
STU0371,Female,19,3.6,64.5,93.5,85.0,75.1,Yes,No,67.52
STU0372,Female,21,3.8,98.1,81.8,94.8,44.5,Yes,No,65.49
STU0373,Female,22,8.2,55.4,93.2,74.3,63.9,Yes,No,54.58
STU0374,Female,17,5.9,99.9,64.2,50.8,56.1,Yes,Yes,59.09
STU0375,Male,17,3.8,85.5,55.3,56.1,70.0,Yes,Yes,57.01
STU0376,Female,17,6.5,92.3,83.9,51.9,47.3,No,Yes,57.32
STU0377,Female,17,7.4,68.3,57.9,54.8,78.0,No,Yes,50.16
STU0378,Male,17,3.5,55.6,56.5,58.4,83.7,Yes,Yes,57.65
STU0379,Female,18,4.7,88.2,52.8,73.3,49.0,Yes,No,55.97
STU0380,Male,22,2.1,92.5,47.1,75.3,45.7,Yes,Yes,52.14
STU0381,Female,21,2.6,88.3,54.1,65.6,48.0,Yes,Yes,48.88
STU0382,Female,19,7.1,61.4,59.5,76.9,88.2,Yes,No,55.96
STU0383,Female,19,2.6,88.9,77.1,44.9,69.1,Yes,No,64.42
STU0384,Male,22,5.7,89.6,43.4,45.3,65.7,Yes,Yes,52.0
STU0385,Male,22,7.4,84.6,51.6,50.3,45.9,Yes,Yes,47.64
STU0386,Female,19,2.0,89.5,84.5,71.1,75.7,Yes,No,68.76
STU0387,Male,19,6.1,93.1,48.1,52.8,87.7,No,Yes,56.21
STU0388,Male,18,3.3,82.6,58.8,57.0,85.6,Yes,Yes,64.39
STU0389,Male,20,9.7,59.0,87.6,64.0,74.4,Yes,Yes,65.84
STU0390,Male,21,5.4,76.9,48.5,88.7,44.1,Yes,No,50.51
STU0391,Male,17,8.3,58.5,44.6,40.8,46.2,Yes,Yes,38.67
STU0392,Male,20,6.0,73.3,66.6,79.0,42.7,Yes,Yes,45.08
STU0393,Female,22,1.4,73.3,56.6,80.1,54.2,Yes,No,48.2
STU0394,Female,19,6.7,58.0,71.0,87.9,47.5,Yes,No,49.71
STU0395,Male,20,9.6,70.7,84.2,96.0,54.3,Yes,No,64.07
STU0396,Female,21,6.4,60.0,47.5,41.2,61.2,Yes,Yes,43.51
STU0397,Female,22,8.4,91.4,71.9,49.2,91.9,Yes,No,60.65
STU0398,Female,17,9.0,97.6,67.8,93.2,73.6,Yes,Yes,67.76
STU0399,Female,17,3.1,58.3,47.9,67.5,85.9,Yes,No,54.43
STU0400,Male,21,2.9,98.0,74.3,73.9,79.1,Yes,Yes,69.41
STU0401,Female,21,6.5,78.5,55.1,79.8,46.2,Yes,No,46.78
STU0402,Female,19,4.7,68.5,66.8,80.7,80.5,Yes,Yes,60.37
STU0403,Male,17,8.6,58.5,44.5,95.9,55.1,Yes,Yes,46.11
STU0404,Male,22,9.1,77.5,65.3,99.8,75.2,No,No,68.18
STU0405,Female,20,4.2,90.8,56.9,83.2,58.8,Yes,No,61.94
STU0406,Female,22,3.1,86.8,85.2,57.2,94.9,Yes,Yes,65.37
STU0407,Female,18,8.0,57.3,43.1,92.8,54.5,Yes,No,46.96
STU0408,Female,18,3.5,58.3,63.0,43.0,55.4,Yes,Yes,45.12
STU0409,Female,21,8.4,73.1,65.2,53.9,91.2,Yes,No,52.33
STU0410,Female,19,4.8,68.3,79.9,93.8,41.4,Yes,No,59.39
STU0411,Male,18,7.0,65.5,71.6,55.4,78.3,Yes,Yes,56.59
STU0412,Female,17,1.9,67.6,76.7,53.2,79.9,Yes,No,61.74
STU0413,Female,22,6.6,91.2,82.7,48.3,86.0,Yes,No,62.53
STU0414,Male,22,5.1,96.8,87.4,91.5,93.6,Yes,Yes,74.34
STU0415,Male,21,6.3,73.2,57.3,70.0,93.7,Yes,Yes,55.53
STU0416,Male,20,2.5,95.8,69.6,80.5,43.6,Yes,No,56.21
STU0417,Male,21,7.6,69.5,86.2,54.3,85.2,Yes,Yes,59.26
STU0418,Female,20,8.8,76.4,94.4,85.5,75.5,Yes,No,73.4
STU0419,Female,21,3.0,65.2,88.9,85.6,75.6,Yes,No,62.63
STU0420,Female,21,1.9,83.8,60.4,58.8,47.1,Yes,Yes,52.55
STU0421,Female,21,1.2,99.1,50.7,64.6,75.8,No,Yes,58.21
STU0422,Female,20,6.8,82.2,66.9,52.6,94.0,Yes,Yes,58.28
STU0423,Female,20,6.5,71.1,80.8,98.6,90.2,Yes,Yes,69.25
STU0424,Male,21,5.9,84.2,67.1,78.7,64.2,Yes,Yes,63.1
STU0425,Female,18,3.1,60.5,66.6,96.1,42.2,Yes,Yes,49.15
STU0426,Male,19,4.5,95.0,86.1,58.2,59.9,No,No,66.78
STU0427,Male,19,6.4,77.6,59.9,86.9,85.5,Yes,No,60.36
STU0428,Female,19,5.5,75.2,87.3,86.0,78.6,Yes,Yes,66.29
STU0429,Male,20,9.9,81.4,62.4,81.5,65.3,Yes,No,62.43
STU0430,Female,20,2.2,83.1,58.1,97.9,43.0,Yes,No,54.17
STU0431,Male,18,7.3,58.2,65.0,63.6,63.5,Yes,No,52.74
STU0432,Female,19,4.6,85.7,81.9,47.8,65.8,Yes,No,59.39
STU0433,Male,19,4.9,65.9,46.9,80.3,91.1,Yes,Yes,57.82
STU0434,Female,21,7.5,87.1,50.8,83.8,75.3,Yes,No,52.51
STU0435,Female,20,7.2,92.0,92.3,74.5,57.1,Yes,No,60.8
STU0436,Female,19,9.9,91.2,49.7,52.4,68.9,Yes,Yes,58.07
STU0437,Female,22,2.2,79.9,71.2,70.3,43.6,Yes,Yes,58.67
STU0438,Female,18,1.9,78.4,71.9,58.7,93.5,Yes,Yes,59.88
STU0439,Male,22,7.5,61.4,66.9,65.6,59.8,Yes,Yes,52.53
STU0440,Male,22,6.2,89.9,75.5,78.7,66.3,Yes,No,65.87
STU0441,Male,18,3.5,67.2,52.6,84.7,59.5,Yes,Yes,55.6
STU0442,Female,22,1.7,77.4,70.4,53.9,77.5,Yes,No,51.42
STU0443,Male,19,1.8,67.8,60.5,64.3,76.4,No,No,52.19
STU0444,Female,20,9.0,61.0,76.4,56.1,79.3,Yes,Yes,57.25
STU0445,Female,18,2.7,83.3,47.8,51.9,54.7,Yes,Yes,51.95
STU0446,Male,21,3.9,57.4,71.4,87.0,57.4,Yes,Yes,64.45
STU0447,Male,22,3.0,88.7,50.2,94.6,46.9,Yes,Yes,55.38
STU0448,Female,18,4.2,69.3,55.3,62.2,76.1,Yes,Yes,49.45
STU0449,Male,17,1.6,55.0,52.0,85.1,42.2,Yes,Yes,48.0
STU0450,Female,17,5.7,78.0,50.1,93.8,72.9,Yes,No,63.98
STU0451,Female,20,1.6,57.1,85.4,90.8,87.8,Yes,No,65.76
STU0452,Female,19,8.2,67.4,55.7,51.0,89.0,Yes,No,52.51
STU0453,Female,20,3.1,86.8,91.0,97.4,64.7,No,No,73.31
STU0454,Female,20,5.9,57.8,93.3,62.6,65.3,Yes,Yes,61.88
STU0455,Male,20,8.9,92.8,71.4,60.4,44.2,Yes,Yes,54.18
STU0456,Male,20,6.9,55.2,47.9,43.7,76.9,Yes,No,48.63
STU0457,Female,21,5.8,66.1,60.6,69.2,85.2,Yes,No,61.65
STU0458,Female,21,3.9,88.3,83.9,46.5,53.5,Yes,No,62.91
STU0459,Male,18,4.0,69.2,60.2,54.9,63.2,Yes,Yes,51.64
STU0460,Male,17,7.0,59.6,44.8,59.0,86.1,Yes,Yes,50.39
STU0461,Female,20,9.9,71.2,70.6,88.5,88.2,Yes,Yes,70.31
STU0462,Male,18,7.0,67.2,86.5,92.5,53.4,Yes,No,57.99
STU0463,Female,17,6.0,92.9,83.8,58.1,70.3,Yes,No,66.78
STU0464,Male,22,7.6,69.1,49.6,91.5,50.6,Yes,Yes,48.02
STU0465,Female,19,5.2,90.5,77.0,91.4,45.6,Yes,Yes,66.65
STU0466,Male,21,1.5,95.1,52.1,85.9,90.1,Yes,No,64.22
STU0467,Female,22,6.1,74.5,52.0,48.8,85.1,Yes,No,59.27
STU0468,Male,17,9.6,95.9,88.1,81.4,81.8,Yes,Yes,75.14
STU0469,Male,22,2.6,72.0,53.7,96.7,42.7,Yes,No,48.5
STU0470,Female,19,7.2,98.4,54.5,81.0,86.4,Yes,Yes,70.99
STU0471,Male,17,2.8,59.0,40.0,59.9,64.1,Yes,Yes,50.72
STU0472,Female,22,5.8,85.9,87.9,70.0,58.8,Yes,No,67.27
STU0473,Male,21,1.9,77.2,83.6,78.7,70.1,Yes,No,61.39
STU0474,Female,21,5.1,72.4,74.5,70.6,45.0,Yes,No,53.99
STU0475,Male,18,7.8,83.5,81.3,47.2,81.6,Yes,Yes,64.01
STU0476,Female,22,4.1,86.7,48.4,58.7,72.0,Yes,No,52.65
STU0477,Male,20,7.0,55.2,65.2,88.1,50.3,Yes,No,58.9
STU0478,Female,22,8.2,62.5,59.3,91.7,50.4,Yes,Yes,54.39
STU0479,Male,17,9.3,87.1,45.2,48.2,50.1,Yes,Yes,39.92
STU0480,Female,17,3.1,85.0,66.7,97.1,43.1,Yes,No,60.31
STU0481,Female,22,4.6,98.5,90.6,59.7,72.3,No,Yes,67.34
STU0482,Female,19,2.4,89.2,42.2,79.7,86.2,Yes,Yes,59.54
STU0483,Male,21,9.9,97.8,56.0,85.1,41.0,Yes,Yes,56.97
STU0484,Female,17,9.3,86.6,51.4,88.7,42.7,Yes,No,58.25
STU0485,Male,21,5.9,68.4,53.1,96.7,71.5,Yes,No,62.11
STU0486,Female,17,8.6,59.7,90.0,58.8,85.1,Yes,Yes,64.01
STU0487,Male,18,5.7,90.2,65.7,91.5,58.0,Yes,Yes,61.43
STU0488,Female,20,6.6,84.0,65.6,47.9,59.2,Yes,Yes,54.95
STU0489,Male,17,1.8,57.2,81.8,82.3,72.8,Yes,No,60.33
STU0490,Male,21,7.8,71.2,48.5,84.5,55.1,Yes,Yes,50.08
STU0491,Female,18,2.1,98.1,66.8,80.7,41.5,Yes,Yes,61.09
STU0492,Male,17,8.4,77.5,63.6,55.1,80.4,Yes,No,60.42
STU0493,Male,19,8.0,74.5,72.8,92.4,74.4,Yes,Yes,70.16
STU0494,Female,20,7.4,75.6,95.0,50.1,71.9,Yes,No,68.0
STU0495,Male,17,1.3,64.4,82.3,43.2,80.8,Yes,No,55.22
STU0496,Male,18,3.7,71.6,61.9,83.0,77.1,Yes,No,62.63
STU0497,Male,19,3.4,71.6,85.5,68.5,51.3,Yes,Yes,54.95
STU0498,Female,22,4.2,57.4,49.4,90.9,59.4,Yes,Yes,53.68
STU0499,Male,18,1.8,89.5,41.7,63.0,46.9,Yes,No,47.46
STU0500,Female,18,9.4,73.7,51.2,50.1,47.1,Yes,Yes,44.06
STU0501,Male,19,6.0,92.0,58.7,90.2,77.2,Yes,No,65.95
STU0502,Male,18,3.7,93.3,68.1,72.9,87.2,Yes,Yes,57.23
STU0503,Male,19,4.6,64.5,73.8,51.4,93.0,Yes,No,53.65
STU0504,Female,17,5.0,84.6,90.1,83.2,74.6,Yes,No,68.82
STU0505,Male,19,6.4,76.3,68.0,70.7,50.1,Yes,Yes,55.85
STU0506,Male,19,5.6,94.6,67.6,76.3,45.8,Yes,Yes,58.03
STU0507,Female,20,9.3,64.7,42.8,67.7,84.7,Yes,Yes,48.17
STU0508,Male,19,5.5,85.5,41.9,89.7,71.8,Yes,Yes,55.23
STU0509,Female,19,9.9,82.3,70.3,89.8,74.0,Yes,No,67.1
STU0510,Female,22,8.7,68.3,64.1,82.6,83.0,Yes,No,63.64
STU0511,Male,17,2.9,61.1,86.2,46.3,78.7,Yes,Yes,58.14
STU0512,Female,20,9.4,84.3,48.8,90.3,85.9,Yes,Yes,67.21
STU0513,Male,22,2.0,88.2,41.4,80.3,43.1,Yes,No,52.17
STU0514,Female,21,8.4,69.2,64.7,81.8,81.1,Yes,Yes,58.78
STU0515,Female,17,4.4,84.0,53.1,61.8,86.8,Yes,Yes,58.2
STU0516,Male,17,8.9,72.8,42.7,92.8,55.7,Yes,Yes,48.44
STU0517,Female,21,8.8,87.1,79.9,83.5,75.2,Yes,Yes,67.91
STU0518,Female,19,8.3,64.0,46.1,46.8,57.3,Yes,No,49.47
STU0519,Female,22,8.1,95.1,73.5,64.5,92.7,Yes,No,71.37
STU0520,Female,18,3.7,67.9,55.5,93.2,41.8,Yes,Yes,56.73
STU0521,Female,20,1.7,71.6,49.5,42.8,71.9,Yes,No,48.17
STU0522,Male,18,4.6,57.6,60.9,97.7,49.2,Yes,Yes,57.93
STU0523,Female,21,2.6,60.0,84.1,80.7,79.2,Yes,Yes,61.96
STU0524,Male,17,7.3,78.2,61.6,77.9,49.7,Yes,Yes,60.69
STU0525,Female,17,4.1,67.0,81.3,56.2,52.9,Yes,No,54.74
STU0526,Male,20,9.8,92.6,46.9,54.9,67.2,Yes,No,58.01
STU0527,Male,17,6.8,55.7,82.5,96.5,90.3,Yes,No,71.8
STU0528,Female,17,8.4,72.1,53.0,57.9,51.6,Yes,No,48.95
STU0529,Female,20,2.2,70.2,77.3,86.5,47.9,Yes,No,58.48
STU0530,Female,22,8.8,55.9,71.1,63.6,81.7,Yes,Yes,62.05
STU0531,Male,22,9.3,60.6,91.1,48.4,67.5,Yes,Yes,58.08
STU0532,Female,20,5.4,73.6,61.3,40.6,90.1,Yes,No,51.98
STU0533,Male,21,6.5,77.2,43.6,72.7,48.1,Yes,No,57.08
STU0534,Male,17,7.9,73.2,41.1,98.5,75.5,Yes,No,56.03
STU0535,Male,17,2.6,78.9,85.5,62.1,52.8,Yes,Yes,59.63
STU0536,Female,21,5.5,81.8,68.9,61.4,48.6,Yes,No,59.19
STU0537,Female,22,4.6,55.4,82.6,60.6,77.6,Yes,Yes,56.15
STU0538,Male,19,2.3,75.9,52.9,71.2,72.7,Yes,Yes,52.03
STU0539,Male,19,4.3,98.4,59.0,66.4,81.5,Yes,No,64.32
STU0540,Female,19,1.6,78.4,41.7,92.8,57.0,Yes,Yes,47.01
STU0541,Male,22,1.2,85.5,92.9,70.3,64.6,Yes,Yes,64.71
STU0542,Female,22,2.2,69.0,76.7,70.5,62.3,Yes,No,58.64
STU0543,Male,21,9.7,89.8,91.3,48.3,94.1,Yes,Yes,69.45
STU0544,Female,17,5.9,89.8,54.6,99.0,56.1,Yes,No,55.14
STU0545,Male,21,9.7,78.5,73.6,55.0,56.2,Yes,Yes,62.49
STU0546,Female,21,4.9,98.9,77.3,44.4,59.5,Yes,No,60.89
STU0547,Male,22,3.8,60.6,57.5,79.8,71.1,Yes,No,59.59
STU0548,Female,19,5.6,55.8,86.6,75.7,53.9,Yes,Yes,56.16
STU0549,Female,18,5.0,89.7,92.1,64.9,90.3,Yes,No,68.37
STU0550,Male,17,2.0,91.3,88.7,65.3,54.6,Yes,Yes,64.28
STU0551,Male,22,6.8,60.4,80.6,87.1,89.3,No,Yes,64.83
STU0552,Female,19,2.9,67.0,55.3,51.7,45.7,Yes,No,41.86
STU0553,Male,18,6.6,55.8,55.5,89.2,76.1,Yes,Yes,61.08
STU0554,Female,18,6.9,68.2,93.0,78.9,89.9,No,No,67.13
STU0555,Male,22,2.4,89.8,40.6,65.1,49.3,Yes,Yes,43.52
STU0556,Female,20,1.6,78.3,79.4,67.5,93.3,Yes,Yes,70.8
STU0557,Female,17,8.0,70.7,78.8,55.4,64.9,Yes,No,56.22
STU0558,Female,18,5.1,71.7,74.2,85.1,92.0,Yes,Yes,64.28
STU0559,Female,22,1.5,55.1,94.5,70.8,77.2,Yes,Yes,55.9
STU0560,Female,22,10.0,68.5,57.2,59.3,56.6,Yes,Yes,57.48
STU0561,Female,19,1.5,84.1,58.7,75.8,50.4,Yes,Yes,50.38
STU0562,Male,20,7.3,98.8,44.3,99.7,56.7,Yes,Yes,60.62
STU0563,Male,17,9.9,93.1,64.4,66.1,45.1,Yes,Yes,60.49
STU0564,Male,21,3.2,56.1,54.4,95.2,47.9,Yes,Yes,51.85
STU0565,Female,19,2.3,95.4,58.9,60.7,45.8,Yes,Yes,54.18
STU0566,Female,18,2.1,90.2,85.9,43.3,63.3,Yes,No,54.9
STU0567,Female,18,3.7,90.1,91.5,52.3,83.8,Yes,Yes,65.13
STU0568,Female,19,1.9,75.6,50.2,65.1,47.8,Yes,Yes,49.51
STU0569,Male,22,7.2,72.9,60.5,53.2,47.2,Yes,No,47.12
STU0570,Male,18,1.6,68.6,91.1,40.0,75.4,Yes,No,59.95
STU0571,Female,20,5.6,58.0,43.4,94.9,50.8,Yes,No,51.4
STU0572,Male,17,10.0,65.3,45.1,90.6,45.4,Yes,Yes,53.48
STU0573,Male,20,8.3,66.1,49.0,84.5,49.2,No,No,46.51
STU0574,Female,18,6.5,76.8,72.7,50.1,90.8,Yes,No,69.6
STU0575,Male,21,3.8,88.6,48.3,47.2,85.2,Yes,Yes,59.06
STU0576,Female,17,6.6,76.3,93.2,44.1,59.5,Yes,Yes,59.78
STU0577,Male,17,5.7,57.6,64.6,83.4,76.1,No,No,61.39
STU0578,Female,19,4.8,98.1,67.6,95.7,69.6,Yes,No,75.9
STU0579,Female,19,2.2,97.4,53.6,65.8,77.2,Yes,Yes,55.5
STU0580,Female,21,9.0,90.3,65.9,47.1,77.5,Yes,Yes,59.74
STU0581,Female,22,5.0,99.6,76.4,70.7,74.6,No,Yes,59.11
STU0582,Male,17,2.8,79.5,81.3,60.9,54.6,Yes,Yes,59.05
STU0583,Female,21,4.3,98.3,81.5,62.5,42.1,Yes,Yes,61.85
STU0584,Female,19,4.7,58.4,71.8,77.3,65.1,No,No,56.12
STU0585,Female,19,8.4,71.5,89.7,83.1,89.0,Yes,Yes,67.64
STU0586,Male,17,7.6,65.1,85.0,46.6,71.3,Yes,Yes,51.02
STU0587,Female,20,7.9,63.8,81.6,42.1,85.8,Yes,Yes,60.64
STU0588,Male,18,1.1,61.3,43.1,99.7,94.5,Yes,Yes,63.41
STU0589,Female,19,4.7,83.0,40.4,54.0,49.0,Yes,Yes,45.04
STU0590,Male,22,5.3,90.2,51.7,43.2,78.0,No,No,57.34
STU0591,Male,22,1.2,81.0,76.5,51.4,77.1,Yes,Yes,54.8
STU0592,Female,19,3.3,61.6,62.6,42.3,93.9,Yes,No,56.52
STU0593,Male,20,7.8,91.5,62.1,63.5,94.2,No,Yes,64.05
STU0594,Female,20,2.2,83.6,88.7,88.1,77.8,Yes,No,67.07
STU0595,Female,21,5.8,72.5,89.3,60.5,53.4,Yes,No,56.41
STU0596,Female,22,2.9,85.3,90.0,66.7,83.9,Yes,Yes,67.2
STU0597,Male,21,1.1,66.7,57.3,80.5,45.9,Yes,Yes,51.79
STU0598,Male,22,3.2,70.5,78.0,70.5,82.9,Yes,Yes,58.15
STU0599,Female,18,9.8,96.3,54.9,91.7,90.1,Yes,Yes,67.06
STU0600,Female,18,8.2,68.1,50.5,92.0,61.1,Yes,Yes,54.96
STU0601,Male,17,9.6,76.1,50.2,40.6,74.7,Yes,No,48.2
STU0602,Female,21,5.4,95.1,58.8,86.7,63.7,Yes,Yes,68.63
STU0603,Female,19,2.0,86.8,63.6,67.6,64.1,No,Yes,55.33
STU0604,Female,21,5.9,57.8,85.7,99.3,57.1,Yes,No,59.17
STU0605,Male,19,5.1,61.6,46.6,69.0,81.9,Yes,Yes,49.43
STU0606,Male,20,8.6,55.4,80.4,99.2,91.5,Yes,No,73.31
STU0607,Male,21,1.9,83.4,69.2,85.3,91.7,Yes,Yes,69.06
STU0608,Female,20,5.4,75.1,55.8,54.9,49.6,Yes,No,46.32
STU0609,Female,18,2.4,61.0,67.1,72.3,88.1,Yes,Yes,62.96
STU0610,Female,18,3.9,98.1,56.5,99.5,80.6,No,No,68.16
STU0611,Male,17,7.6,78.8,72.8,91.5,53.9,No,No,62.31
STU0612,Female,21,5.3,65.9,63.9,45.8,43.7,Yes,Yes,45.83
STU0613,Female,20,4.4,77.5,49.0,82.4,54.7,Yes,Yes,50.77
STU0614,Female,19,4.6,85.6,46.4,60.7,90.2,Yes,Yes,59.59
STU0615,Female,18,5.1,58.4,70.1,40.4,74.8,Yes,No,50.4
STU0616,Male,18,8.1,67.4,89.6,64.2,79.7,Yes,No,70.61
STU0617,Male,19,9.0,91.3,58.9,54.1,54.1,Yes,No,50.92
STU0618,Female,20,9.6,75.7,80.3,89.1,79.6,Yes,Yes,73.12
STU0619,Male,20,8.1,79.6,76.2,60.2,41.5,Yes,Yes,54.96
STU0620,Male,21,3.8,74.5,91.2,89.7,60.6,Yes,No,66.5
STU0621,Female,21,7.2,57.0,85.2,40.0,74.5,Yes,Yes,58.95
STU0622,Female,22,4.9,62.5,71.2,58.5,48.0,Yes,No,48.6
STU0623,Male,22,3.3,75.0,76.1,54.5,85.3,No,Yes,64.38
STU0624,Female,17,8.6,64.4,89.4,54.0,52.9,Yes,Yes,47.27
STU0625,Male,18,1.3,57.2,62.0,44.1,75.9,Yes,No,47.59
STU0626,Female,21,9.1,93.0,58.0,51.2,62.3,Yes,Yes,53.5
STU0627,Male,20,5.2,99.2,40.6,73.3,72.8,Yes,Yes,54.08
STU0628,Female,19,6.7,90.7,85.5,57.5,45.9,Yes,Yes,59.59
STU0629,Male,20,6.9,93.4,84.1,65.0,40.9,Yes,Yes,62.1
STU0630,Male,18,9.1,65.9,45.7,62.6,90.0,Yes,Yes,57.41
STU0631,Male,22,6.7,98.2,71.7,92.6,54.8,No,No,66.43
STU0632,Female,20,6.5,63.9,65.5,94.3,85.1,Yes,Yes,60.44
STU0633,Male,17,1.6,97.8,46.5,69.6,95.0,Yes,No,64.16
STU0634,Male,18,5.7,99.8,93.9,59.8,51.6,Yes,Yes,66.18
STU0635,Female,22,2.4,87.0,51.8,46.4,54.6,Yes,Yes,53.68
STU0636,Female,19,7.6,99.2,43.7,97.2,76.5,Yes,No,66.72
STU0637,Male,22,5.6,80.6,72.7,43.6,93.1,Yes,No,62.18
STU0638,Male,17,7.1,66.7,80.6,57.9,90.4,Yes,Yes,59.73
STU0639,Female,18,1.4,74.7,41.8,57.9,67.7,Yes,Yes,47.08
STU0640,Female,19,1.8,81.7,76.2,59.2,83.7,Yes,No,61.04
STU0641,Female,17,7.4,58.3,69.3,49.9,47.5,No,No,47.36
STU0642,Female,22,1.6,83.0,45.7,87.0,93.8,Yes,No,62.72
STU0643,Female,17,1.6,99.2,49.5,47.3,93.0,Yes,No,62.69
STU0644,Male,18,1.1,63.6,71.2,78.1,49.0,Yes,Yes,53.33
STU0645,Female,21,9.6,90.7,56.3,47.4,56.5,Yes,Yes,54.22
STU0646,Male,17,7.6,95.9,91.6,44.2,45.5,Yes,Yes,61.6
STU0647,Male,17,4.2,97.5,85.0,94.6,54.9,Yes,Yes,66.82
STU0648,Male,22,3.7,98.2,94.1,51.4,84.9,Yes,Yes,67.25
STU0649,Female,22,4.1,78.5,54.3,89.3,60.8,Yes,No,50.99
STU0650,Male,19,8.0,99.0,93.3,72.7,44.9,Yes,No,64.0
STU0651,Male,22,7.0,89.1,63.7,44.7,58.8,Yes,No,56.91
STU0652,Female,20,2.7,62.3,59.1,97.3,94.0,Yes,Yes,59.9
STU0653,Male,18,2.6,76.5,42.8,54.8,74.6,Yes,No,50.31
STU0654,Male,18,1.9,87.3,42.9,91.6,62.9,Yes,Yes,58.23
STU0655,Female,21,6.9,66.1,78.1,50.1,49.2,Yes,Yes,54.49
STU0656,Male,21,7.9,83.8,65.2,91.2,94.2,Yes,Yes,64.9
STU0657,Male,18,3.4,85.0,52.5,40.8,85.1,Yes,No,59.07
STU0658,Male,21,1.2,62.3,73.8,70.7,55.5,Yes,Yes,58.02
STU0659,Female,19,1.7,80.4,53.9,86.2,43.9,Yes,Yes,49.22
STU0660,Female,22,9.7,89.7,71.8,96.1,43.1,Yes,No,59.58
STU0661,Female,18,3.7,77.5,59.8,94.6,46.6,Yes,Yes,60.34
STU0662,Male,21,7.9,55.5,85.3,89.2,71.9,No,No,62.2
STU0663,Male,18,6.6,55.4,85.1,93.3,91.1,Yes,Yes,59.1
STU0664,Female,20,4.4,71.1,66.3,52.0,67.3,Yes,No,49.37
STU0665,Male,17,2.9,96.7,59.3,57.1,86.4,Yes,Yes,61.59
STU0666,Male,22,2.1,65.3,59.9,57.3,64.5,Yes,Yes,47.14
STU0667,Female,18,6.5,83.5,84.3,62.6,79.0,No,No,64.36
STU0668,Female,17,8.0,65.0,58.0,63.6,80.3,No,Yes,55.95
STU0669,Male,21,6.8,69.5,51.5,72.7,49.6,Yes,No,55.33
STU0670,Male,17,5.8,93.2,44.7,49.6,59.9,Yes,Yes,51.13
STU0671,Male,22,1.4,87.8,65.7,81.5,75.1,Yes,No,66.99
STU0672,Female,18,9.7,59.3,66.5,50.1,43.9,Yes,Yes,52.71
STU0673,Female,20,8.2,74.3,86.2,58.6,59.9,Yes,Yes,65.16
STU0674,Female,21,3.6,56.3,52.2,70.2,69.4,Yes,Yes,51.49
STU0675,Female,18,9.8,76.6,61.0,87.8,94.8,No,No,59.12
STU0676,Male,22,6.4,84.8,84.5,84.4,66.1,Yes,No,68.43
STU0677,Female,21,6.2,60.3,85.3,78.7,84.9,Yes,No,68.16
STU0678,Female,19,7.7,68.0,61.2,49.3,63.8,No,No,51.52
STU0679,Female,17,8.3,72.9,65.3,72.8,83.8,No,No,67.64
STU0680,Female,22,6.9,96.4,56.7,45.2,72.7,Yes,Yes,60.95
